X,Y,Z
0.0,0.0,10.38112964463278
5.025125628140704,0.0,10.494254821218957
10.050251256281408,0.0,10.688497258787288
15.075376884422113,0.0,10.917164738971877
20.100502512562816,0.0,11.13837181584592
25.12562814070352,0.0,11.324088406141787
30.150753768844226,0.0,11.45900320015637
35.175879396984925,0.0,11.536058753070536
40.20100502512563,0.0,11.5531952988326
45.22613065326634,0.0,11.511857066170638
50.25125628140704,0.0,11.416313640487235
55.276381909547744,0.0,11.273061397026844
60.30150753768845,0.0,11.090118527142817
65.32663316582915,0.0,10.87634607192432
70.35175879396985,0.0,10.640951735998735
75.37688442211056,0.0,10.39324528237783
80.40201005025126,0.0,10.142596053803054
85.42713567839196,0.0,9.898484845169236
90.45226130653268,0.0,9.670535523199808
95.47738693467338,0.0,9.468429041203253
100.50251256281408,0.0,9.301647967905593
105.52763819095479,0.0,9.17908872269599
110.55276381909549,0.0,9.108675887401988
115.57788944723619,0.0,9.097147149429437
120.6030150753769,0.0,9.150103425997028
125.6281407035176,0.0,9.272268937480913
130.6532663316583,0.0,9.467767157789169
135.678391959799,0.0,9.74020232153823
140.7035175879397,0.0,10.092354791158531
145.72864321608043,0.0,10.525265565263501
150.75376884422113,0.0,11.036768046786383
155.77889447236183,0.0,11.620360729414998
160.80402010050253,0.0,12.265659305665745
165.82914572864323,0.0,12.960428426134884
170.85427135678393,0.0,13.692602761661309
175.87939698492463,0.0,14.450885920487938
180.90452261306535,0.0,15.22410250760728
185.92964824120605,0.0,16.000391841634674
190.95477386934675,0.0,16.766935788939104
195.97989949748745,0.0,17.51021660702993
201.00502512562815,0.0,18.21654497486683
206.03015075376885,0.0,18.87266464417623
211.05527638190958,0.0,19.466321993488823
216.08040201005028,0.0,19.986732474755048
221.10552763819098,0.0,20.424930328159448
226.13065326633168,0.0,20.774067667152835
231.15577889447238,0.0,21.029759845039347
236.18090452261308,0.0,21.190510626517877
241.2060301507538,0.0,21.25812710810573
246.2311557788945,0.0,21.23795847590884
251.2562814070352,0.0,21.13886246197566
256.2814070351759,0.0,20.972955307367496
261.3065326633166,0.0,20.755211491148216
266.3316582914573,0.0,20.502773208312313
271.356783919598,0.0,20.233678874385603
276.3819095477387,0.0,19.96491495749771
281.4070351758794,0.0,19.71015580675611
286.4321608040201,0.0,19.477973667959766
291.45728643216086,0.0,19.271454446192784
296.48241206030156,0.0,19.089837396641283
301.50753768844226,0.0,18.9318361815373
306.53266331658295,0.0,18.799098069597438
311.55778894472365,0.0,18.69792416929054
316.58291457286435,0.0,18.638503123455404
321.60804020100505,0.0,18.632521023222836
326.63316582914575,0.0,18.69060638592721
331.65829145728645,0.0,18.820460495612735
336.68341708542715,0.0,19.025723880879642
341.70854271356785,0.0,19.30537503675581
346.73366834170855,0.0,19.65359534259973
351.75879396984925,0.0,20.060107126112065
356.78391959799,0.0,20.510878892967447
361.8090452261307,0.0,20.989030129561225
366.8341708542714,0.0,21.47589676499342
371.8592964824121,0.0,21.952317681136112
376.8844221105528,0.0,22.400035743571923
381.9095477386935,0.0,22.802832722917792
386.9346733668342,0.0,23.146992466842057
391.9597989949749,0.0,23.42103733052671
396.9849246231156,0.0,23.615193428693264
402.0100502512563,0.0,23.721294303351883
407.035175879397,0.0,23.733496107530698
412.0603015075377,0.0,23.64940860086652
417.0854271356784,0.0,23.47074765633374
422.11055276381916,0.0,23.202932342779878
427.13567839195986,0.0,22.853891499620595
432.16080402010056,0.0,22.43291284055121
437.18592964824126,0.0,21.95021688835733
442.21105527638196,0.0,21.417267181957072
447.23618090452266,0.0,20.84718400927765
452.26130653266335,0.0,20.254544447360733
457.28643216080405,0.0,19.654459071450876
462.31155778894475,0.0,19.06157231600518
467.33668341708545,0.0,18.489750518299832
472.36180904522615,0.0,17.952574770758183
477.38693467336685,0.0,17.46402808784665
482.4120603015076,0.0,17.038605531531807
487.4371859296483,0.0,16.690498042799028
492.462311557789,0.0,16.432119577484965
497.4874371859297,0.0,16.272647400600484
502.5125628140704,0.0,16.217148917312528
507.5376884422111,0.0,16.266353057004007
512.5628140703518,0.0,16.416697871841876
517.5879396984925,0.0,16.660371668710596
522.6130653266332,0.0,16.98545378120565
527.6381909547739,0.0,17.376428984052524
532.6633165829146,0.0,17.815155410983756
537.6884422110553,0.0,18.282088028205752
542.713567839196,0.0,18.757443866848337
547.7386934673367,0.0,19.222080794021405
552.7638190954774,0.0,19.658076806239443
557.7889447236181,0.0,20.049186211588015
562.8140703517588,0.0,20.381342433893956
567.8391959798995,0.0,20.643210421794024
572.8643216080402,0.0,20.826713526269213
577.8894472361809,0.0,20.92756073904266
582.9145728643217,0.0,20.945836326234176
587.9396984924624,0.0,20.886424591559493
592.9648241206031,0.0,20.758590229216313
597.9899497487438,0.0,20.574055236556134
603.0150753768845,0.0,20.343873786544904
608.0402010050252,0.0,20.07568574810919
613.0653266331659,0.0,19.773071782732103
618.0904522613066,0.0,19.43726970095575
623.1155778894473,0.0,19.069859306035912
628.140703517588,0.0,18.67473444784099
633.1658291457287,0.0,18.25861855156436
638.1909547738694,0.0,17.830369823449725
643.2160804020101,0.0,17.399740758344173
648.2412060301508,0.0,16.976256888534422
653.2663316582915,0.0,16.5686816946147
658.2914572864322,0.0,16.185148407534577
663.3165829145729,0.0,15.833575122537288
668.3417085427136,0.0,15.521774061810401
673.3668341708543,0.0,15.256926417712444
678.391959798995,0.0,15.044589339920075
683.4170854271357,0.0,14.887707177765815
688.4422110552764,0.0,14.786047071524258
693.4673366834171,0.0,14.736208969568384
698.4924623115578,0.0,14.732086194927287
703.5175879396985,0.0,14.765526386265515
708.5427135678393,0.0,14.82702253961596
713.56783919598,0.0,14.906455043402694
718.5929648241207,0.0,14.993987865345753
723.6180904522614,0.0,15.081079223722254
728.6432160804021,0.0,15.161341115299665
733.6683417085428,0.0,15.230909003082893
738.6934673366835,0.0,15.288142177399308
743.7185929648242,0.0,15.332764908248611
748.7437185929649,0.0,15.364811177590152
753.7688442211056,0.0,15.383797347495959
758.7939698492463,0.0,15.38836002872096
763.819095477387,0.0,15.37629419783767
768.8442211055277,0.0,15.344755807824157
773.8693467336684,0.0,15.290460555976356
778.8944723618091,0.0,15.209878706511482
783.9195979899498,0.0,15.099501871534105
788.9447236180905,0.0,14.956194815742318
793.9698492462312,0.0,14.777549148729975
798.9949748743719,0.0,14.562157686511002
804.0201005025126,0.0,14.309838676416565
809.0452261306533,0.0,14.021897939417812
814.070351758794,0.0,13.701389790585585
819.0954773869347,0.0,13.353170891825
824.1206030150754,0.0,12.98365332906713
829.1457286432161,0.0,12.600542376176438
834.1708542713568,0.0,12.213062237477304
839.1959798994976,0.0,11.832700528430584
844.2211055276383,0.0,11.473435451307445
849.246231155779,0.0,11.14998826579156
854.2713567839197,0.0,10.874138673746891
859.2964824120604,0.0,10.651429852662458
864.3216080402011,0.0,10.480713630892396
869.3467336683418,0.0,10.35648252077401
874.3718592964825,0.0,10.271870297348405
879.3969849246232,0.0,10.220564360272645
884.4221105527639,0.0,10.197316246531422
889.4472361809046,0.0,10.197588213872486
894.4723618090453,0.0,10.21707134328401
899.497487437186,0.0,10.251673466504416
904.5226130653267,0.0,10.298085022342605
909.5477386934674,0.0,10.354447850193488
914.5728643216081,0.0,10.420545003423296
919.5979899497488,0.0,10.497356697648895
924.6231155778895,0.0,10.586272230128309
929.6482412060302,0.0,10.688302912292436
934.6733668341709,0.0,10.803443439233845
939.6984924623116,0.0,10.93020769321091
944.7236180904523,0.0,11.06541141462147
949.748743718593,0.0,11.204330317476895
954.7738693467337,0.0,11.34127027947584
959.7989949748744,0.0,11.470377934986267
964.8241206030152,0.0,11.586393297555238
969.8492462311559,0.0,11.68512809798187
974.8743718592966,0.0,11.763684180010708
979.8994974874373,0.0,11.820637457849736
984.924623115578,0.0,11.856467146201128
989.9497487437187,0.0,11.874224455791074
994.9748743718594,0.0,11.879707720963479
1000.0,0.0,11.879954582503949
0.0,5.025125628140704,10.262009222423098
5.025125628140704,5.025125628140704,10.374937217505947
10.050251256281408,5.025125628140704,10.568966845232797
15.075376884422113,5.025125628140704,10.797686737662024
20.100502512562816,5.025125628140704,11.019492818317273
25.12562814070352,5.025125628140704,11.206578997588364
30.150753768844226,5.025125628140704,11.34378735800254
35.175879396984925,5.025125628140704,11.42414841121655
40.20100502512563,5.025125628140704,11.44562961092586
45.22613065326634,5.025125628140704,11.409644017926057
50.25125628140704,5.025125628140704,11.320377821711377
55.276381909547744,5.025125628140704,11.18420660497315
60.30150753768845,5.025125628140704,11.009011818227393
65.32663316582915,5.025125628140704,10.803520844728402
70.35175879396985,5.025125628140704,10.576818026331484
75.37688442211056,5.025125628140704,10.338093506517595
80.40201005025126,5.025125628140704,10.096587907125496
85.42713567839196,5.025125628140704,9.861637213376092
90.45226130653268,5.025125628140704,9.642714812642527
95.47738693467338,5.025125628140704,9.449382084590606
100.50251256281408,5.025125628140704,9.29109992420888
105.52763819095479,5.025125628140704,9.176934586719293
110.55276381909549,5.025125628140704,9.115271155625411
115.57788944723619,5.025125628140704,9.113655378631263
120.6030150753769,5.025125628140704,9.17877877646628
125.6281407035176,5.025125628140704,9.31646083048808
130.6532663316583,5.025125628140704,9.53142146955503
135.678391959799,5.025125628140704,9.826812579461002
140.7035175879397,5.025125628140704,10.203684043449183
145.72864321608043,5.025125628140704,10.660488015660775
150.75376884422113,5.025125628140704,11.192631686310643
155.77889447236183,5.025125628140704,11.79241110675711
160.80402010050253,5.025125628140704,12.449847305428694
165.82914572864323,5.025125628140704,13.154213571075694
170.85427135678393,5.025125628140704,13.895166834636315
175.87939698492463,5.025125628140704,14.662726887334223
180.90452261306535,5.025125628140704,15.446485447539427
185.92964824120605,5.025125628140704,16.2349262887349
190.95477386934675,5.025125628140704,17.015308574936576
195.97989949748745,5.025125628140704,17.774024651832818
201.00502512562815,5.025125628140704,18.497185219049072
206.03015075376885,5.025125628140704,19.171260328727293
211.05527638190958,5.025125628140704,19.783674283900393
216.08040201005028,5.025125628140704,20.323292714470785
221.10552763819098,5.025125628140704,20.780796999861952
226.13065326633168,5.025125628140704,21.14901351619361
231.15577889447238,5.025125628140704,21.423284493675183
236.18090452261308,5.025125628140704,21.601900500533354
241.2060301507538,5.025125628140704,21.686500045857503
246.2311557788945,5.025125628140704,21.682280786458442
251.2562814070352,5.025125628140704,21.597945509071113
256.2814070351759,5.025125628140704,21.445452914021857
261.3065326633166,5.025125628140704,21.239638316296052
266.3316582914573,5.025125628140704,20.997551042033923
271.356783919598,5.025125628140704,20.73720470779653
276.3819095477387,5.025125628140704,20.475638991354224
281.4070351758794,5.025125628140704,20.2266565579584
286.4321608040201,5.025125628140704,19.999015096687362
291.45728643216086,5.025125628140704,19.796005177877365
296.48241206030156,5.025125628140704,19.617030536010397
301.50753768844226,5.025125628140704,19.460859222014058
306.53266331658295,5.025125628140704,19.329027452490244
311.55778894472365,5.025125628140704,19.227543481953262
316.58291457286435,5.025125628140704,19.166148603563
321.60804020100505,5.025125628140704,19.15598211982985
326.63316582914575,5.025125628140704,19.20709102697061
331.65829145728645,5.025125628140704,19.326627733358297
336.68341708542715,5.025125628140704,19.517784058027875
341.70854271356785,5.025125628140704,19.77924597440723
346.73366834170855,5.025125628140704,20.105084791446096
351.75879396984925,5.025125628140704,20.48508857990605
