X,Y,Z
0.0,0.0,3.191340940516782
1.5075376884422111,0.0,3.192157569946308
3.0150753768844223,0.0,3.1937728813752395
4.522613065326634,0.0,3.1961859729561057
6.030150753768845,0.0,3.199443461240307
7.5376884422110555,0.0,3.203637492991456
9.045226130653267,0.0,3.208880710735139
10.552763819095478,0.0,3.215281611086165
12.06030150753769,0.0,3.2229316008925104
13.5678391959799,0.0,3.23190178286335
15.075376884422111,0.0,3.2422442517032106
16.582914572864322,0.0,3.2539946206405324
18.090452261306535,0.0,3.267174588486288
19.597989949748744,0.0,3.2817942973086907
21.105527638190956,0.0,3.297854395795621
22.613065326633166,0.0,3.3153478354462105
24.12060301507538,0.0,3.3342615204520856
25.62814070351759,0.0,3.354578234646767
27.1356783919598,0.0,3.3762800766106214
28.643216080402013,0.0,3.399356522440601
30.150753768844222,0.0,3.4238230371603064
31.658291457286435,0.0,3.4497610767063134
33.165829145728644,0.0,3.477396276039238
34.67336683417086,0.0,3.507233319937116
36.18090452261307,0.0,3.5402480373347087
37.68844221105528,0.0,3.578089996414671
39.19597989949749,0.0,3.62318993268896
40.7035175879397,0.0,3.6786466563519635
42.21105527638191,0.0,3.747779427488261
43.718592964824126,0.0,3.8332789766738005
45.22613065326633,0.0,3.9361275481272515
46.733668341708544,0.0,4.054889682851137
48.24120603015076,0.0,4.186045997756635
49.74874371859297,0.0,4.325313129699669
51.25628140703518,0.0,4.469046312444011
52.76381909547739,0.0,4.61488222671677
54.2713567839196,0.0,4.761577377377078
55.77889447236181,0.0,4.90853570870155
57.286432160804026,0.0,5.0554296570812545
58.79396984924623,0.0,5.202010213190292
60.301507537688444,0.0,5.348039570496982
61.80904522613066,0.0,5.493273969053882
63.31658291457287,0.0,5.6374605108915015
64.82412060301507,0.0,5.780337640336337
66.33165829145729,0.0,5.921636255882663
67.8391959798995,0.0,6.0610809188266765
69.34673366834171,0.0,6.19839114450834
70.85427135678393,0.0,6.3332827720093565
72.36180904522614,0.0,6.465469410269412
73.86934673366835,0.0,6.594663958396028
75.37688442211056,0.0,6.720580197747071
76.88442211055276,0.0,6.842934453166773
78.39195979899498,0.0,6.961447320556309
79.89949748743719,0.0,7.075845457758602
81.4070351758794,0.0,7.185863435534443
82.91457286432161,0.0,7.29124564520348
84.42211055276383,0.0,7.39174825931934
85.92964824120604,0.0,7.487141241543416
87.43718592964825,0.0,7.577210401677051
88.94472361809046,0.0,7.661759491899356
90.45226130653266,0.0,7.740612343384233
91.95979899497488,0.0,7.813615051462894
93.46733668341709,0.0,7.8806382539979865
94.9748743718593,0.0,7.941579621062496
96.48241206030151,0.0,7.99636671051736
97.98994974874373,0.0,8.044960078609776
99.49748743718594,0.0,8.08735567835533
101.00502512562815,0.0,8.123584500263036
102.51256281407036,0.0,8.153707457990459
104.02010050251256,0.0,8.177805631422835
105.52763819095478,0.0,8.195968811069216
107.03517587939699,0.0,8.20828620383238
108.5427135678392,0.0,8.214841433538536
110.05025125628141,0.0,8.21571151325138
111.55778894472363,0.0,8.210968236151555
